,price,rating,screen_size,brand,tv_size,tv_type,resolution,pixels,hd,is_smart,led_type,resolution_type,screen_pixels,has_wifi,has_ethernet,num_speakers,speaker_output,processor_core,processor_ram,processor_inbuilt_storage,is_ultra_slim,viewing_angle,num_hdmi_ports,num_usb_ports
999,20000,45,31.5,vu,31.5in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,,,,0.0,178.0,2.0,2.0
1000,24999,57,43.0,oneplus,43in, LED TV,Full HD, 1920x1080pixels,Full HD,1,LED,missing,1920x1080,1.0,1.0,2,20.0,,1,8,0.0,178.0,2.0,2.0
1001,10990,46,31.5,jvc,31.5in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,0.0,2,12.0,,,,0.0,178.0,2.0,2.0
1002,13987,33,32.0,tcl,32in, LED TV,missing,1366x768pixels,HD,0,LED,missing,1366x768,,,2,16.0,,,,0.0,178.0,2.0,1.0
1003,10490,50,31.5,jvc,31.5in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,12.0,4.0,1,,0.0,178.0,2.0,2.0
1004,17999,51,40.0,akai,40in, LED TV,1366x768pixels,missing,missing,1,LED,missing,1366x768,1.0,1.0,2,20.0,,1,8,0.0,178.0,2.0,2.0
1005,20999,56,43.0,akai,43in, LED TV,Full HD, 1920x1080pixels,Full HD,1,LED,missing,1920x1080,1.0,0.0,,20.0,,1,8,0.0,178.0,3.0,2.0
1006,17999,54,43.0,coocaa,43in, LED TV,Full HD, 1920x1080pixels,Full HD,1,LED,missing,1920x1080,1.0,1.0,2,20.0,4.0,1,8,0.0,178.0,2.0,2.0
1007,7690,31,24.0,akai,24in, LED TV,missing,1366x768pixels,missing,0,LED,missing,1366x768,,,2,20.0,,,,0.0,170.0,1.0,1.0
1008,599999,79,42.0,sony,42in, OLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,missing,4K Resolution,3840x2160,1.0,0.0,,,,,,0.0,178.0,3.0,2.0
1009,1499999,76,75.0,sony,75in, Mini LED TV,8K Resolution, 7680x4320pixels,Ultra HD,1,LED,8K Resolution,7680x4320,1.0,1.0,,,,,,0.0,178.0,4.0,3.0
1010,233990,75,75.0,sony,75in, Full Array LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,,,,,,0.0,178.0,3.0,2.0
1011,236899,85,65.0,sony,65in, OLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,missing,4K Resolution,3840x2160,1.0,1.0,5,50.0,,,16,0.0,178.0,4.0,2.0
1012,299990,83,65.0,sony,65in, OLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,missing,4K Resolution,3840x2160,1.0,0.0,,,,,,0.0,178.0,3.0,2.0
1013,34990,72,55.0,iffalcon,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,24.0,,2,16,0.0,178.0,3.0,1.0
1014,18999,52,43.0,iffalcon,43in, LED TV,Full HD, 1920x1080pixels,Full HD,1,LED,missing,1920x1080,1.0,1.0,2,20.0,4.0,1,8,0.0,178.0,2.0,1.0
1015,49999,72,70.0,xiaomi,70in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,1.5,8,0.0,178.0,3.0,2.0
1016,42999,72,55.0,ndgo,55in, LED TV,4K Resolution, 9840x2160pixels,Ultra HD,1,LED,4K Resolution,9840x2160,1.0,0.0,2,30.0,,2,16,0.0,178.0,1.0,3.0
1017,634999,86,65.0,lg,65in, OLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,missing,4K Resolution,3840x2160,1.0,1.0,2,80.0,,,,0.0,178.0,4.0,3.0
1018,29999,69,54.72,kodak,54.72in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,40.0,,2,8,0.0,178.0,3.0,2.0
1019,27999,68,49.61,kodak,49.61in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,40.0,,2,8,0.0,178.0,3.0,2.0
