,brand,tv_type,resolution,resolution_type,x_resolution,y_resolution,screen_size,processor_core,processor_ram,processor_inbuilt_storage,num_speakers,speaker_output,hd,has_wifi,has_ethernet,is_smart,is_ultra_slim,viewing_angle,num_hdmi_ports,num_usb_ports,rating,price
841,hisense,led,4K Resolution,4K Resolution,3480,2160,65.0,,4.0,,,25.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,,,64.0,79999.0
842,lg,led,4K Resolution,4K Resolution,3840,2160,48.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,3.0,77.0,94890.0
843,lg,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,79999.0
844,acer,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,60.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,76.0,35999.0
845,coocaa,led,4K Resolution,4K Resolution,3840,2160,65.0,,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,49999.0
846,lloyd,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,47.0,15000.0
847,acer,led,,missing,1399,768,32.0,,1.5,8.0,2.0,40.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,54.0,14999.0
848,acer,led,4K Resolution,4K Resolution,3840,2160,65.0,,2.0,16.0,2.0,50.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,77.0,64999.0
849,acer,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,60.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,75.0,39999.0
850,,,,,,,,,,,,,,,,,,,,,,
851,,,,,,,,,,,,,,,,,,,,,,
852,samsung,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,68.0,48990.0
853,,,,,,,,,,,,,,,,,,,,,,
854,zebronics,led,4K Resolution,4K Resolution,3840,2160,55.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,,,60.0,72999.0
855,lg,led,4K Resolution,4K Resolution,3840,2160,65.0,4.0,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,76.0,97990.0
856,panasonic,led,Full HD,missing,1920,1080,40.0,,1.5,8.0,,16.0,Full HD,1.0,0.0,1.0,,,2.0,2.0,51.0,28899.0
857,panasonic,led,Full HD,missing,1920,1080,43.0,,1.5,8.0,,16.0,Full HD,1.0,0.0,1.0,,,2.0,2.0,52.0,30120.0
858,vu,led,4K Resolution,4K Resolution,3840,2160,65.0,,2.0,16.0,5.0,104.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,78.0,55999.0
859,thomson,led,4K Resolution,4K Resolution,3840,2160,50.0,,1.0,16.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,36999.0
860,thomson,led,4K Resolution,4K Resolution,3840,2160,65.0,,1.0,16.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,75.0,59999.0
861,thomson,led,4K Resolution,4K Resolution,3840,2160,55.0,,1.0,16.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,40999.0
862,lg,oled,4K Resolution,4K Resolution,3840,2160,42.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,4.0,3.0,78.0,89999.0
863,sony,led,4K Resolution,4K Resolution,3840,2160,85.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,83.0,319990.0
864,sony,led,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,70.0,57790.0
865,lg,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,70.0,74990.0
866,croma,led,Full HD,missing,1920,1080,43.0,,1.0,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,56.0,24990.0
867,sony,led,4K Resolution,4K Resolution,3840,2160,85.0,,,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,84.0,513990.0
868,lg,led,4K Resolution,4K Resolution,3840,2160,43.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,71.0,38990.0
869,salora,led,4K Resolution,4K Resolution,3840,2160,50.0,,1.0,,2.0,16.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,65.0,33999.0
870,iffalcon,qled,4K Resolution,4K Resolution,3840,2160,55.0,,3.0,32.0,2.0,50.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,76.0,179990.0
871,lg,led,4K Resolution,4K Resolution,3840,2160,65.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,73.0,65990.0
872,cellecor,led,,missing,1366,768,24.0,,,,2.0,20.0,HD,1.0,0.0,0.0,,,1.0,1.0,32.0,6399.0
873,cellecor,led,,missing,1366,768,32.0,,,,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,43.0,10999.0
874,iffalcon,led,,missing,1366,768,32.0,,1.0,8.0,2.0,16.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,49.0,10499.0
875,lg,led,4K Resolution,4K Resolution,3840,2160,43.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,69.0,34990.0
876,lg,oled,4K Resolution,4K Resolution,3840,2160,77.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,3.0,86.0,434990.0
877,lg,oled,4K Resolution,4K Resolution,3840,2160,48.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,3.0,80.0,99990.0
878,cellecor,led,Full HD,missing,1920,1080,40.0,,,,2.0,20.0,Full HD,1.0,0.0,1.0,0.0,178.0,2.0,2.0,46.0,16199.0
879,lg,oled,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,3.0,80.0,133990.0
880,sansui,led,4K Resolution,4K Resolution,3840,2160,70.0,,2.0,32.0,2.0,2.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,65402.0
881,vu,qled,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,16.0,4.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,71.0,42999.0
882,sony,oled,4K Resolution,4K Resolution,3480,2160,77.0,,,16.0,5.0,50.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,84.0,413990.0
883,toshiba,qled,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,3.0,49.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,46999.0
884,toshiba,led,4K Resolution,4K Resolution,3840,2160,50.0,,2.0,16.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,69.0,32999.0
885,toshiba,qled,4K Resolution,4K Resolution,3840,2160,65.0,4.0,2.0,16.0,3.0,49.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,75.0,69999.0
886,hyundai,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,47.0,9999.0
887,karbonn,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,51.0,8940.0
888,coocaa,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,69.0,23999.0
889,nvy,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,0.0,1.0,0.0,0.0,178.0,2.0,2.0,34.0,7990.0
890,,,,,,,,,,,,,,,,,,,,,,
891,toshiba,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,64.0,37999.0
892,,,,,,,,,,,,,,,,,,,,,,
893,coocaa,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,71.0,32999.0
894,hisense,led,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,63.0,30499.0
895,toshiba,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,61.0,27999.0
896,hisense,led,4K Resolution,4K Resolution,3840,2160,75.0,,,,2.0,36.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,70.0,99999.0
897,karbon,led,,missing,1366,768,24.0,,,,2.0,20.0,HD,0.0,1.0,0.0,0.0,178.0,2.0,2.0,33.0,6690.0
898,hisense,led,4K Resolution,4K Resolution,3480,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,68.0,34999.0
899,xiaomi,led,4K Resolution,4K Resolution,3840,2160,65.0,,3.0,32.0,2.0,25.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,77.0,55490.0
900,xiaomi,led,4K Resolution,4K Resolution,3840,2160,55.0,,3.0,32.0,2.0,25.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,76.0,44990.0
901,lg,led,,missing,1366,768,32.0,,,,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,44.0,19499.0
902,,,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,,,,
904,,,,,,,,,,,,,,,,,,,,,,
905,tcl,led,4K Resolution,4K Resolution,3480,2160,75.0,,,,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,149990.0
906,,,,,,,,,,,,,,,,,,,,,,
907,,,,,,,,,,,,,,,,,,,,,,
908,karbon,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,,,0.0,0.0,178.0,2.0,2.0,37.0,7690.0
909,tcl,qled,4K Resolution,4K Resolution,3480,2160,55.0,,,,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,65.0,54990.0
910,tcl,led,4K Resolution,4K Resolution,3480,2160,55.0,,3.0,32.0,,60.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,80.0,99990.0
911,lg,oled,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,149990.0
912,lg,oled,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,70.0,89990.0
913,coocaa,led,Full HD,missing,1920,1080,40.0,4.0,0.5,4.0,2.0,30.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,51.0,14499.0
914,,,,,,,,,,,,,,,,,,,,,,
915,hisense,led,4K Resolution,4K Resolution,3480,2160,55.0,,,,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,69.0,45990.0
916,samsung,qled,8K Resolution,8K Resolution,7680,4320,65.0,,,,4.0,60.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,4.0,3.0,89.0,264990.0
917,,,,,,,,,,,,,,,,,,,,,,
918,vu,led,Full HD,missing,1920,1080,43.0,4.0,,,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,49.0,19999.0
919,,,,,,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,,,
921,,,,,,,,,,,,,,,,,,,,,,
922,vu,qled,4K Resolution,4K Resolution,3840,2160,55.0,,3.0,16.0,4.0,100.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,80.0,74990.0
923,toshiba,led,Full HD,missing,1920,1080,43.0,,1.0,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,55.0,34990.0
924,,,,,,,,,,,,,,,,,,,,,,
925,lg,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,49.0,15990.0
926,,,,,,,,,,,,,,,,,,,,,,
927,sansui,led,,missing,1366,768,31.5,,0.5,4.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,46.0,10490.0
928,sony,led,4K Resolution,4K Resolution,3840,2160,50.0,,,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,73.0,69999.0
929,samsung,qled,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,70.0,72990.0
930,sony,led,4K Resolution,4K Resolution,3840,2160,50.0,,,16.0,2.0,30.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,68.0,65999.0
931,samsung,qled,4K Resolution,4K Resolution,3840,2160,55.0,,,,4.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,78.0,90990.0
932,,,,,,,,,,,,,,,,,,,,,,
933,,,,,,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,,,
935,,,,,,,,,,,,,,,,,,,,,,
936,hyundai,led,,missing,1366,768,32.0,4.0,1.0,8.0,2.0,16.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,49.0,13490.0
937,hyundai,led,,missing,1366,768,32.0,4.0,1.0,8.0,2.0,16.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,49.0,11490.0
938,hyundai,led,,missing,1366,768,32.0,4.0,1.5,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,49.0,9999.0
939,hyundai,led,Full HD,missing,1920,1080,43.0,4.0,1.0,8.0,2.0,16.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,52.0,20999.0
940,hyundai,led,4K Resolution,4K Resolution,3840,2160,43.0,4.0,1.5,8.0,2.0,16.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,69.0,22990.0
941,hyundai,led,,missing,1366,768,32.0,,,,2.0,16.0,HD,,,0.0,0.0,178.0,2.0,2.0,34.0,7999.0
942,hyundai,led,4K Resolution,4K Resolution,3840,2160,50.0,4.0,1.5,8.0,2.0,16.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,68.0,26999.0
943,samsung,qled,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,4.0,2.0,71.0,58990.0
944,samsung,qled,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,81.0,124990.0
945,motorola,led,Full HD,missing,1920,1080,43.0,,2.0,8.0,2.0,24.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,58.0,33000.0
946,xiaomi,oled,4K Resolution,4K Resolution,3840,2160,55.0,4.0,3.0,32.0,8.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,80.0,99999.0
947,samsung,qled,4K Resolution,4K Resolution,3840,2160,75.0,,,,8.0,60.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,83.0,389990.0
948,realme,led,Full HD,missing,1920,1080,43.0,4.0,1.0,8.0,4.0,24.0,Full HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,57.0,21999.0
949,samsung,led,4K Resolution,4K Resolution,3840,2160,75.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,81.0,117999.0
950,samsung,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,74.0,57000.0
951,samsung,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,79.0,89990.0
952,samsung,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,69.0,64990.0
953,samsung,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,,,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,74.0,102990.0
954,samsung,qled,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,64990.0
955,samsung,qled,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,79.0,119990.0
956,samsung,qled,4K Resolution,4K Resolution,3840,2160,50.0,,,,,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,79.0,99899.0
957,samsung,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,65.0,42490.0
958,samsung,qled,4K Resolution,4K Resolution,3840,2160,65.0,,,,,60.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,82.0,130990.0
959,samsung,qled,8K Resolution,8K Resolution,7680,4320,75.0,,,,,70.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,4.0,3.0,93.0,674990.0
960,samsung,qled,4K Resolution,4K Resolution,3840,2160,50.0,,,,4.0,40.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,4.0,2.0,66.0,69990.0
961,samsung,qled,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,71.0,54990.0
962,,,,,,,,,,,,,,,,,,,,,,
963,,,,,,,,,,,,,,,,,,,,,,
964,samsung,qled,8K Resolution,8K Resolution,7680,4320,65.0,,,,,70.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,4.0,3.0,90.0,320890.0
965,samsung,qled,4K Resolution,4K Resolution,3840,2160,55.0,,,,,60.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,3.0,84.0,130990.0
966,samsung,qled,4K Resolution,4K Resolution,3840,2160,65.0,,,,,60.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,84.0,166990.0
967,,,,,,,,,,,,,,,,,,,,,,
968,onida,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,2.0,45.0,11499.0
969,tcl,led,Full HD,missing,1920,1080,40.0,,,,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,53.0,19999.0
970,beston,led,4K Resolution,4K Resolution,3840,2160,43.0,,1.5,8.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,2.0,3.0,69.0,21427.0
971,beston,led,Full HD,missing,1920,1080,43.0,,,,,,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,3.0,57.0,20499.0
972,beston,led,4K Resolution,4K Resolution,3840,2160,55.0,,1.5,8.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,2.0,3.0,71.0,32999.0
973,,,,,,,,,,,,,,,,,,,,,,
974,haier,led,,missing,1366,768,32.0,,,,2.0,16.0,HD,,,0.0,0.0,178.0,3.0,1.0,35.0,25990.0
975,onida,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,10.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,66.0,36999.0
976,panasonic,led,4K Resolution,4K Resolution,3840,2160,54.72,,,,2.0,,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,65.0,60990.0
977,adsun,led,Full HD,missing,1920,1080,40.0,4.0,1.0,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,51.0,23899.0
978,compaq,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,,,0.0,0.0,178.0,2.0,2.0,32.0,8889.0
979,,,,,,,,,,,,,,,,,,,,,,
980,infinix,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,53.0,9999.0
981,infinix,led,Full HD,missing,1920,1080,43.0,,1.0,8.0,4.0,36.0,Full HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,55.0,21999.0
982,,,,,,,,,,,,,,,,,,,,,,
983,vu,led,4K Resolution,4K Resolution,3840,2160,75.0,,3.0,16.0,1.0,100.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,83.0,129999.0
984,vu,led,4K Resolution,4K Resolution,3840,2160,65.0,,3.0,16.0,1.0,100.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,81.0,79999.0
985,samsung,led,4K Resolution,4K Resolution,3840,2160,75.0,,,,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,1.0,74.0,135990.0
986,,,,,,,,,,,,,,,,,,,,,,
987,infinix,led,Full HD,missing,1920,1080,40.0,,,,4.0,36.0,Full HD,1.0,1.0,1.0,0.0,170.0,3.0,2.0,53.0,19999.0
988,adsun,led,,missing,1366,768,32.0,4.0,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,,,2.0,2.0,44.0,8500.0
989,akai,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,49.0,11490.0
990,akai,led,Full HD,missing,1920,1080,43.0,,1.0,8.0,,20.0,Full HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,56.0,16990.0
991,vg,led,Full HD,missing,1920,1080,43.0,4.0,1.0,8.0,2.0,24.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,54.0,19490.0
992,sansui,led,,missing,1366,768,32.0,4.0,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,46.0,10890.0
993,,,,,,,,,,,,,,,,,,,,,,
994,bpl,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,68.0,59800.0
995,compaq,led,4K Resolution,4K Resolution,3840,2160,49.61,,2.0,16.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,71.0,28999.0
996,compaq,led,4K Resolution,4K Resolution,3840,2160,57.48,,2.0,16.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,36999.0
997,compaq,led,Full HD,missing,1920,1080,40.0,,1.5,8.0,2.0,24.0,Full HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,59.0,18999.0
998,compaq,led,,missing,1366,768,32.0,,1.5,8.0,2.0,24.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,52.0,12999.0
999,vu,led,,missing,1366,768,31.5,,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,45.0,20000.0
1000,oneplus,led,Full HD,missing,1920,1080,43.0,,1.0,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,57.0,24999.0
1001,jvc,led,,missing,1366,768,31.5,,,,2.0,12.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,2.0,46.0,10990.0
1002,tcl,led,,missing,1366,768,32.0,,,,2.0,16.0,HD,,,0.0,0.0,178.0,2.0,1.0,33.0,13987.0
1003,jvc,led,,missing,1366,768,31.5,4.0,1.0,,2.0,12.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,50.0,10490.0
1004,,,,,,,,,,,,,,,,,,,,,,
1005,akai,led,Full HD,missing,1920,1080,43.0,,1.0,8.0,,20.0,Full HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,56.0,20999.0
1006,coocaa,led,Full HD,missing,1920,1080,43.0,4.0,1.0,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,54.0,17999.0
1007,,,,,,,,,,,,,,,,,,,,,,
1008,sony,oled,4K Resolution,4K Resolution,3840,2160,42.0,,,,,,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,79.0,599999.0
1009,sony,mini led,8K Resolution,8K Resolution,7680,4320,75.0,,,,,,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,3.0,76.0,1499999.0
1010,sony,full array led,4K Resolution,4K Resolution,3840,2160,75.0,,,,,,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,75.0,233990.0
1011,sony,oled,4K Resolution,4K Resolution,3840,2160,65.0,,,16.0,5.0,50.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,85.0,236899.0
1012,sony,oled,4K Resolution,4K Resolution,3840,2160,65.0,,,,,,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,83.0,299990.0
1013,iffalcon,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,72.0,34990.0
1014,iffalcon,led,Full HD,missing,1920,1080,43.0,4.0,1.0,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,52.0,18999.0
1015,xiaomi,led,4K Resolution,4K Resolution,3840,2160,70.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,49999.0
1016,ndgo,led,4K Resolution,4K Resolution,9840,2160,55.0,,2.0,16.0,2.0,30.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,1.0,3.0,72.0,42999.0
1017,lg,oled,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,80.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,3.0,86.0,634999.0
1018,kodak,led,4K Resolution,4K Resolution,3840,2160,54.72,,2.0,8.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,69.0,29999.0
1019,kodak,led,4K Resolution,4K Resolution,3840,2160,49.61,,2.0,8.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,68.0,27999.0
